500.3	6.131e3
500.3	2.914e4
500.4	2.413e4
500.5	2.159e4
500.5	2.801e4
500.6	1.881e4
500.6	9.959e3
500.7	8.537e3
500.8	8.135e3
500.8	7.367e3
500.9	1.589e3
501.0	2.162e3
501.0	4.234e3
501.1	1.632e4
501.2	2.080e4
501.2	1.179e4
501.3	1.291e4
501.3	2.676e4
501.4	3.982e4
501.5	1.926e4
501.5	9.939e3
501.6	5.088e4
501.7	9.557e3
501.7	1.611e4
501.8	8.923e3
501.8	6.713e3
501.9	5.555e3
502.0	2.523e3
502.0	1.092e4
502.1	5.262e3
502.2	6.770e3
502.2	1.597e4
502.3	5.738e4
502.3	2.433e4
502.4	2.656e4
502.5	3.031e4
502.5	3.974e4
502.6	2.373e4
502.7	2.770e4
502.7	2.063e4
502.8	4.831e3
502.9	1.217e4
502.9	2.288e3
503.0	8.570e2
503.0	4.486e3
503.1	6.100e1
503.2	1.449e4
503.2	3.190e4
503.3	2.450e4
503.4	6.155e4
503.4	1.815e4
503.5	2.385e4
503.5	3.202e4
503.6	1.750e4
503.7	1.154e4
503.7	6.229e3
503.8	2.647e4
503.9	7.700e1
503.9	7.135e3
504.0	2.576e3
504.0	1.796e3
504.1	4.815e3
504.2	1.763e4
504.2	3.156e4
504.3	2.366e4
504.4	3.925e4
504.4	1.367e4
504.5	3.095e4
504.6	3.544e4
504.6	5.086e4
504.7	2.323e4
504.7	3.078e4
504.8	1.036e4
504.9	1.016e4
504.9	1.297e4
505.0	5.132e3
505.1	7.013e3
505.1	1.302e4
505.2	3.748e4
505.2	3.377e4
505.3	3.186e4
505.4	3.157e4
505.4	2.369e4
505.5	1.607e4
505.6	2.680e4
505.6	2.038e4
505.7	1.395e4
505.8	1.132e4
505.8	1.315e4
505.9	5.530e3
505.9	4.446e3
506.0	5.700e1
506.1	8.090e2
506.1	1.737e4
506.2	1.266e4
506.3	1.694e4
506.3	3.652e4
506.4	2.395e4
506.4	4.063e4
506.5	3.833e4
506.6	1.847e4
506.6	3.087e4
506.7	2.969e4
506.8	1.571e4
506.8	1.091e4
506.9	2.480e4
506.9	7.520e2
507.0	3.889e3
507.1	4.657e3
507.1	9.391e3
507.2	2.489e4
507.3	1.652e4
507.3	2.284e4
507.4	2.148e4
507.5	1.657e4
507.5	1.339e4
507.6	1.912e4
507.6	2.765e4
507.7	1.600e4
507.8	1.377e4
507.8	5.920e3
507.9	7.863e3
508.0	1.178e4
508.0	1.410e4
508.1	5.928e3
508.1	3.384e4
508.2	1.333e4
508.3	3.528e4
508.3	1.162e4
508.4	2.131e4
508.5	1.507e4
508.5	2.095e4
508.6	3.002e4
508.6	1.977e4
508.7	2.143e4
508.8	5.676e3
508.8	1.797e4
508.9	8.489e3
509.0	1.181e4
509.0	7.964e3
509.1	6.022e3
509.2	1.063e4
509.2	1.269e4
509.3	1.555e4
509.3	1.899e4
509.4	2.117e4
509.5	3.099e4
509.5	3.336e4
509.6	3.124e4
509.7	5.301e4
509.7	2.758e4
509.8	3.786e4
509.8	4.909e3
509.9	1.205e4
510.0	6.794e3
510.0	6.128e3
510.1	2.825e4
510.2	3.400e4
510.2	4.739e4
510.3	2.060e4
510.4	3.193e4
510.4	3.966e4
510.5	3.968e4
510.5	3.753e4
510.6	2.746e4
510.7	2.430e4
510.7	4.224e4
510.8	1.287e4
510.9	2.840e3
510.9	6.830e2
511.0	1.950e4
511.0	2.375e4
511.1	6.725e3
511.2	2.372e4
511.2	4.258e4
511.3	6.518e4
511.4	2.665e4
