SensorName: t1A1
Conc.	3E+01	
Start	0	
Stop	199.8	
Time1	Data1	Fit1	
310.006011962891	-0.00529828723010595	0	
310.206011962891	-0.00515794114757617	0	
310.406011962891	-0.00430063840330219	0	
310.606011962891	-0.00348509519145934	0	
310.806011962891	-0.0028388515395692	0	
311.006011962891	-0.00220894797787219	0	
311.206011962891	-0.00160971354870543	0	
311.406011962891	-0.00121737831822522	0	
311.606011962891	-0.000745610146334119	0	
311.806011962891	-0.000485222335668389	0	
312.006011962891	-0.000232969984205633	0	
312.206011962891	-0.000333312367501781	0	
312.40601196289	-0.000477691106615774	0	
312.60601196289	-0.000463057591515659	0	
312.80601196289	-0.000392809766783575	0	
313.00601196289	-0.000275192441497873	0	
313.20601196289	-0.000478994614796946	0	
313.40601196289	-0.000913787018996803	0	
313.60601196289	-0.00100563245718788	0	
313.80601196289	-0.00117341814879479	0	
314.00601196289	-0.00124973598272948	0	
314.20601196289	-0.00124434389598593	0	
314.40601196289	-0.000551930279711899	0	
314.60601196289	-0.000618653422063353	0	
314.80601196289	-0.000645434281931312	0	
315.00601196289	-0.00074900525340027	0	
315.20601196289	-0.000815224864130215	0	
315.40601196289	-0.0010790123023845	0	
315.60601196289	-0.00118283030480693	0	
315.80601196289	-0.00157267874143496	0	
316.00601196289	-0.00169111100776731	0	
316.20601196289	-0.0019888727428139	0	
316.40601196289	-0.00225958230871659	0	
316.60601196289	-0.00232664215203582	0	
316.80601196289	-0.00204860937904527	0	
317.00601196289	-0.00235425015056734	0	
317.20601196289	-0.00264593283536696	0	
317.40601196289	-0.00223998292197569	0	
317.60601196289	-0.00201321653457476	0	
317.80601196289	-0.00233128445560515	0	
318.00601196289	-0.00171313409589913	0	
318.20601196289	-0.00173541508761965	0	
318.40601196289	-0.00147181981053079	0	
318.60601196289	-0.00137910171669398	0	
318.80601196289	-0.00119063635043615	0	
319.00601196289	-0.00127022447046454	0	
319.20601196289	-0.00142472473685462	0	
319.40601196289	-0.00164538311928419	0	
319.60601196289	-0.00151814242048176	0	
319.80601196289	-0.00157915594837066	0	
320.00601196289	-0.00140511132090682	0	
320.20601196289	-0.00126296287497718	0	
320.40601196289	-0.00114581311198503	0	
320.60601196289	-0.000673994240098619	0	
320.80601196289	-0.000307813153633818	0	
321.00601196289	-0.000549337955046747	0	
321.20601196289	-0.000169844476111569	0	
321.40601196289	-1.3742230160485E-05	0	
321.60601196289	-0.000225066864257828	0	
321.80601196289	-0.000202208882429167	0	
322.00601196289	0.00011642624723418	0	
322.20601196289	0.000129384207377514	0	
322.40601196289	1.56776014856863E-05	0	
322.60601196289	-8.81045874887576E-05	0	
322.80601196289	-0.000303229305093744	0	
323.00601196289	-0.000651113226988853	0	
323.20601196289	-0.000908116023823569	0	
323.40601196289	-0.000967309106223668	0	
323.60601196289	-0.00128564408879739	0	
323.80601196289	-0.00151670999947595	0	
324.00601196289	-0.00161798805293922	0	
324.20601196289	-0.00160303385354865	0	
324.40601196289	-0.00132533902856635	0	
324.60601196289	-0.00136797016445267	0	
324.80601196289	-0.00132027089959519	0	
325.00601196289	-0.00158404621817354	0	
325.20601196289	-0.00116723769855742	0	
325.40601196289	-0.00112470371492979	0	
325.60601196289	-0.00106246173511715	0	
325.80601196289	-0.000818323565228152	0	
326.00601196289	-0.000976169875429811	0	
326.20601196289	-0.001024486698187	0	
326.40601196289	-0.00150208482395975	0	
326.60601196289	-0.00122656183713299	0	
326.80601196289	-0.00144190428023694	0	
327.00601196289	-0.00113298266174544	0	
327.20601196289	-0.00106658246394531	0	
327.40601196289	-0.00108325001921172	0	
327.60601196289	-0.00113062848286938	0	
327.80601196289	-0.000720236610779024	0	
328.00601196289	-0.000503568914222985	0	
328.20601196289	-0.000180359834404564	0	
328.40601196289	0.000305270441050887	0	
328.60601196289	0.000377965738886266	0	
328.80601196289	0.000614410603411608	0	
329.00601196289	0.00032846824144972	0	
329.20601196289	7.67327493558234E-05	0	
329.40601196289	-0.00028601823496599	0	
329.60601196289	-0.000433287302483709	0	
329.80601196289	-0.000710259389484991	0	
330.006011962889	-0.00123990232698712	0	
330.206011962889	-0.00132308449603036	0	
330.406011962889	-0.00158063579588985	0	
330.606011962889	-0.00129524002742087	0	
330.806011962889	-0.00149134838874621	0	
331.006011962889	-0.00157279304050206	0	
331.206011962889	-0.00174272496696082	0	
331.406011962889	-0.00172838941663001	0	
331.606011962889	-0.00147793299851462	0	
331.806011962889	-0.00137130533562901	0	
332.006011962889	-0.00138150207504273	0	
332.206011962889	-0.00101326761928178	0	
332.406011962889	-0.000927435333034632	0	
332.606011962889	-0.000921707948243533	0	
332.806011962889	-0.00116477689770855	0	
333.006011962889	-0.00144528111036357	0	
333.206011962889	-0.00150978970341864	0	
333.406011962889	-0.00131370558144517	0	
333.606011962889	-0.00130459961287666	0	
333.806011962889	-0.00152179469070601	0	
334.006011962889	-0.00100072843096832	0	
334.206011962889	-0.000655260221610332	0	
334.406011962889	-0.00085554546756228	0	
334.606011962889	-0.000830308210164832	0	
334.806011962889	-0.000843700296325078	0	
335.006011962889	-0.00119488022452607	0	
335.206011962889	-0.00109071581760101	0	
335.406011962889	-0.00101349582771593	0	
335.606011962889	-0.00107694237083034	0	
335.806011962889	-0.00135688728576633	0	
336.006011962889	-0.00148040634771029	0	
336.206011962889	-0.00158509762929882	0	
336.406011962889	-0.00170641348222178	0	
336.606011962889	-0.00188515407497092	0	
336.806011962889	-0.00223510227776735	0	
337.006011962889	-0.00230255852412498	0	
337.206011962889	-0.00229966285682859	0	
337.406011962889	-0.00247390693285143	0	
337.606011962889	-0.00230327105196082	0	
337.806011962889	-0.00216102019281994	0	
338.006011962889	-0.00182546264396266	0	
338.206011962889	-0.0019629888948538	0	
338.406011962889	-0.00220576291921093	0	
338.606011962889	-0.00204603638350997	0	
338.806011962889	-0.00214329378315448	0	
339.006011962889	-0.00236764036616632	0	
339.206011962889	-0.00230232365181782	0	
339.406011962889	-0.00215607817083119	0	
339.606011962889	-0.00224869494261681	0	
339.806011962889	-0.00214001079283466	0	
340.006011962889	-0.0021875339911448	0	
340.206011962889	-0.00227285803039834	0	
340.406011962889	-0.00171893875823903	0	
340.606011962889	-0.00187689765282695	0	
340.806011962889	-0.00186992053848134	0	
341.006011962889	-0.00196150456578192	0	
341.206011962889	-0.00183923176506107	0	
341.406011962889	-0.00178189954006092	0	
341.606011962889	-0.00136943687907554	0	
341.806011962889	-0.00138236194852248	0	
342.006011962889	-0.0010337667068625	0	
342.206011962889	-0.00128197042403211	0	
342.406011962889	-0.00150998053960461	0	
342.606011962889	-0.00173798706993455	0	
342.806011962889	-0.00204127639048179	0	
343.006011962889	-0.00223477718986498	0	
343.206011962889	-0.00224339778684146	0	
343.406011962889	-0.00247616325800859	0	
343.606011962889	-0.00270911601908996	0	
343.806011962889	-0.00280393942925894	0	
344.006011962889	-0.00304789346580581	0	
344.206011962889	-0.00299045044904012	0	
344.406011962889	-0.00286035449485067	0	
344.606011962889	-0.00322371438572677	0	
344.806011962889	-0.00379398493247418	0	
345.006011962889	-0.00434502248860391	0	
345.206011962889	-0.00422757538436369	0	
345.406011962889	-0.00393921275037279	0	
345.606011962889	-0.00369123127922388	0	
345.806011962889	-0.00342124402263244	0	
346.006011962889	-0.00351793047252125	0	
346.206011962889	-0.00395351809893829	0	
346.406011962889	-0.00383930819524547	0	
346.606011962889	-0.00369189770552714	0	
346.806011962889	-0.00372043276185141	0	
347.006011962889	-0.00358027969782837	0	
347.206011962889	-0.00364438986140447	0	
347.406011962889	-0.00389367749069569	0	
347.606011962888	-0.00372459327906949	0	
347.806011962888	-0.00381314882924766	0	
348.006011962888	-0.00397335196828696	0	
348.206011962888	-0.00383889016384664	0	
348.406011962888	-0.00361389617190122	0	
348.606011962888	-0.00351712309165819	0	
348.806011962888	-0.00341146137864512	0	
349.006011962888	-0.0035172453406096	0	
349.206011962888	-0.00317513708735984	0	
349.406011962888	-0.00307223047678318	0	
349.606011962888	-0.00332232521414788	0	
349.806011962888	-0.00331725794251647	0	
350.006011962888	-0.00356814657711713	0	
350.206011962888	-0.00347737487987243	0	
350.406011962888	-0.00338007776977789	0	
350.606011962888	-0.00345380885175994	0	
350.806011962888	-0.00351999284389182	0	
351.006011962888	-0.00318136702952221	0	
351.206011962888	-0.00323417475732191	0	
351.406011962888	-0.00314205185259242	0	
351.606011962888	-0.00308409532788012	0	
351.806011962888	-0.00330954986751597	0	
352.006011962888	-0.0029943614801935	0	
352.206011962888	-0.00287990474039712	0	
352.406011962888	-0.00277172030317385	0	
352.606011962888	-0.00278551346877398	0	
352.806011962888	-0.00286415422762909	0	
353.006011962888	-0.00339535023731741	0	
353.206011962888	-0.00359385981433236	0	
353.406011962888	-0.00374758835742717	0	
353.606011962888	-0.00383557081449837	0	
353.806011962888	-0.00390702398193277	0	
354.006011962888	-0.00373886172302784	0	
354.206011962888	-0.00361587047102763	0	
354.406011962888	-0.00359121219120961	0	
354.606011962888	-0.0037109845975416	0	
354.806011962888	-0.00374708572211602	0	
355.006011962888	-0.00369234964084253	0	
355.206011962888	-0.00378905635514259	0	
355.406011962888	-0.00375863012274302	0	
355.606011962888	-0.00389726756476882	0	
355.806011962888	-0.00365794410181541	0	
356.006011962888	-0.00341146317126628	0	
356.206011962888	-0.00365945617754049	0	
356.406011962888	-0.00363853574610973	0	
356.606011962888	-0.00382288225409999	0	
356.806011962888	-0.00387517125197068	0	
357.006011962888	-0.00382377723956706	0	
357.206011962888	-0.00393946765327002	0	
357.406011962888	-0.00402991683463383	0	
357.606011962888	-0.0041683019068135	0	
357.806011962888	-0.00410144735755646	0	
358.006011962888	-0.00412604301255315	0	
358.206011962888	-0.00406482220313098	0	
358.406011962888	-0.00440389383452344	0	
358.606011962888	-0.00513636001843532	0	
358.806011962888	-0.00517250120418922	0	
359.006011962888	-0.00493843156235063	0	
359.206011962888	-0.00483019969861376	0	
359.406011962888	-0.00447019910135626	0	
359.606011962888	-0.0042139916826176	0	
359.806011962888	-0.00398668696336824	0	
360.006011962888	-0.00366721748558785	0	
360.206011962888	-0.00390379578346023	0	
360.406011962888	-0.0038873540204869	0	
360.606011962888	-0.00387904381971538	0	
360.806011962888	-0.00343830977355708	0	
361.006011962888	-0.0032666266903032	0	
361.206011962888	-0.00320641824404655	0	
361.406011962888	-0.00317960581846188	0	
361.606011962888	-0.00299100417404707	0	
361.806011962888	-0.00291790779677159	0	
362.006011962888	-0.00281019092184165	0	
362.206011962888	-0.00287740726875962	0	
362.406011962888	-0.00334984323090382	0	
362.606011962888	-0.0036103776078138	0	
362.806011962888	-0.00349512529506968	0	
363.006011962888	-0.00371103412843632	0	
363.206011962888	-0.00406671587328655	0	
363.406011962888	-0.00393718545201982	0	
363.606011962888	-0.00413553992835736	0	
363.806011962888	-0.00452965901147873	0	
364.006011962888	-0.00463539122125711	0	
364.206011962888	-0.0049908914827268	0	
364.406011962888	-0.00480907900025285	0	
364.606011962888	-0.00464507082851262	0	
364.806011962888	-0.00447089950951551	0	
365.006011962888	-0.00448402562529271	0	
365.206011962887	-0.00425579018506839	0	
365.406011962887	-0.00419106074891262	0	
365.606011962887	-0.00421336917552684	0	
365.806011962887	-0.00422383461322529	0	
366.006011962887	-0.00388754645444278	0	
366.206011962887	-0.00406227270651693	0	
366.406011962887	-0.00445424278791462	0	
366.606011962887	-0.00440969623660159	0	
366.806011962887	-0.00460623174831043	0	
367.006011962887	-0.00441846725785333	0	
367.206011962887	-0.00457968124022723	0	
367.406011962887	-0.00460698133663473	0	
367.606011962887	-0.00467109625455353	0	
367.806011962887	-0.00430347101710682	0	
368.006011962887	-0.004232861121924	0	
368.206011962887	-0.00410711597555813	0	
368.406011962887	-0.00408737064609466	0	
368.606011962887	-0.00408147105278722	0	
368.806011962887	-0.00389094471808038	0	
369.006011962887	-0.00397787872574806	0	
369.206011962887	-0.00436973536541929	0	
369.406011962887	-0.00481330428564331	0	
369.606011962887	-0.0051538983977566	0	
369.806011962887	-0.00487304727398774	0	
370.006011962887	-0.00498522317648509	0	
370.206011962887	-0.00514434123430219	0	
370.406011962887	-0.00532448283822173	0	
370.606011962887	-0.00469206765876962	0	
370.806011962887	-0.00486627942864737	0	
371.006011962887	-0.00474340968516751	0	
371.206011962887	-0.0052835145920358	0	
371.406011962887	-0.00503845006581427	0	
371.606011962887	-0.00486628909321185	0	
371.806011962887	-0.00451019613671622	0	
372.006011962887	-0.00454625723908042	0	
372.206011962887	-0.00454677078599697	0	
372.406011962887	-0.00459076501522437	0	
372.606011962887	-0.00426087518805862	0	
372.806011962887	-0.00419011911633249	0	
373.006011962887	-0.00468112647507413	0	
373.206011962887	-0.00490223768912967	0	
373.406011962887	-0.00474815942908036	0	
373.606011962887	-0.00448267987361062	0	
373.806011962887	-0.00432995539306735	0	
374.006011962887	-0.00449447715069384	0	
374.206011962887	-0.00402928138949621	0	
374.406011962887	-0.00387453249438141	0	
374.606011962887	-0.00378655034907061	0	
374.806011962887	-0.00414290576864706	0	
375.006011962887	-0.00418874709885708	0	
375.206011962887	-0.00455501769945665	0	
375.406011962887	-0.00443916719691395	0	
375.606011962887	-0.00460471012493069	0	
375.806011962887	-0.00464746818617034	0	
376.006011962887	-0.00486918160393657	0	
376.206011962887	-0.00518483365654987	0	
376.406011962887	-0.00517138140068041	0	
376.606011962887	-0.00536193801509199	0	
376.806011962887	-0.00570144786435378	0	
377.006011962887	-0.00590485581693589	0	
377.206011962887	-0.00576576491976355	0	
377.406011962887	-0.00573662403551567	0	
377.606011962887	-0.00553474834512935	0	
377.806011962887	-0.0057190519860979	0	
378.006011962887	-0.00544953895567368	0	
378.206011962887	-0.00533899379261071	0	
378.406011962887	-0.00549543453215029	0	
378.606011962887	-0.00536383468593993	0	
378.806011962887	-0.00529567296531974	0	
379.006011962887	-0.00519167441479751	0	
379.206011962887	-0.00476035813633424	0	
379.406011962887	-0.00419993465101554	0	
379.606011962887	-0.00419904176992936	0	
379.806011962887	-0.00424175735384824	0	
380.006011962887	-0.00398438305581683	0	
380.206011962887	-0.00374264294504645	0	
380.406011962887	-0.00375339021392551	0	
380.606011962887	-0.00417925065069302	0	
380.806011962887	-0.00412039302222089	0	
381.006011962887	-0.00398279717087524	0	
381.206011962887	-0.00371661658372502	0	
381.406011962887	-0.00359324291892404	0	
381.606011962887	-0.00355107568214907	0	
381.806011962887	-0.00365353386471212	0	
382.006011962887	-0.00352738346911385	0	
382.206011962887	-0.00394161158889061	0	
382.406011962887	-0.00427305370884201	0	
382.606011962887	-0.00413280555797146	0	
382.806011962886	-0.00382439916210786	0	
383.006011962886	-0.00365535980497445	0	
383.206011962886	-0.00342441228521495	0	
383.406011962886	-0.00360737722807447	0	
383.606011962886	-0.00418492990750985	0	
383.806011962886	-0.00447172337469737	0	
384.006011962886	-0.00447276488743742	0	
384.206011962886	-0.00476687941836218	0	
384.406011962886	-0.004893045401968	0	
384.606011962886	-0.00521812157438917	0	
384.806011962886	-0.00513690918394927	0	
385.006011962886	-0.0051150981706638	0	
385.206011962886	-0.00535645668700413	0	
385.406011962886	-0.00544809001137936	0	
385.606011962886	-0.00531852284138434	0	
385.806011962886	-0.00500798018699355	0	
386.006011962886	-0.00521751262886494	0	
386.206011962886	-0.00538862094330184	0	
386.406011962886	-0.00534161826754165	0	
386.606011962886	-0.00510557541773693	0	
386.806011962886	-0.00516241424332042	0	
387.006011962886	-0.00549892979216615	0	
387.206011962886	-0.0054713468513572	0	
387.406011962886	-0.00582777970436288	0	
387.606011962886	-0.0059983682756497	0	
387.806011962886	-0.00608535995894655	0	
388.006011962886	-0.00591872520789405	0	
388.206011962886	-0.00558583515686983	0	
388.406011962886	-0.00530480340706085	0	
388.606011962886	-0.00545627827495987	0	
388.806011962886	-0.00508324329735088	0	
389.006011962886	-0.00506147565769677	0	
389.206011962886	-0.00503973315370532	0	
389.406011962886	-0.00440407905902562	0	
389.606011962886	-0.00396348865635976	0	
